left,front,right,action
114.23,9.45,75.04,LEFT
15.54,9.69,8.69,STOP
65.72,20.54,102.35,RIGHT
77.52,13.71,64.66,LEFT
13.57,61.94,33.85,FORWARD
28.21,73.17,119.14,FORWARD
111.53,71.39,94.23,FORWARD
37.49,97.19,98.51,FORWARD
84.0,12.98,35.92,LEFT
79.33,35.89,46.89,RIGHT
61.54,23.82,66.43,RIGHT
14.98,13.59,17.93,STOP
38.19,98.02,115.57,FORWARD
72.35,27.67,81.46,RIGHT
40.97,5.73,55.36,LEFT
72.15,26.53,42.98,LEFT
24.89,8.55,11.81,STOP
7.38,15.09,23.02,STOP
96.64,11.43,55.99,LEFT
6.48,19.6,14.98,STOP
57.02,59.32,116.66,FORWARD
25.98,44.86,93.27,RIGHT
68.5,7.88,60.52,RIGHT
94.33,39.03,64.04,LEFT
19.68,18.48,18.36,STOP
90.74,34.11,29.55,LEFT
78.76,13.67,21.31,LEFT
100.73,118.63,40.28,FORWARD
19.66,96.35,44.56,FORWARD
11.3,110.87,99.38,FORWARD
10.34,9.97,16.66,STOP
103.19,91.82,6.94,FORWARD
44.78,84.57,96.98,FORWARD
23.65,5.64,5.25,STOP
109.23,75.82,47.91,FORWARD
9.21,7.71,11.43,STOP
12.67,5.65,23.45,STOP
68.69,101.56,101.19,FORWARD
109.7,23.74,21.31,LEFT
117.36,31.97,46.41,LEFT
8.19,16.09,8.86,STOP
7.09,18.15,10.99,STOP
16.23,111.79,117.74,FORWARD
5.4,6.64,15.83,STOP
65.18,24.48,46.96,LEFT
76.98,64.79,76.23,FORWARD
39.98,90.99,30.35,FORWARD
57.66,38.28,116.52,RIGHT
36.52,107.78,92.09,FORWARD
84.23,32.26,73.03,LEFT
29.85,24.59,97.83,RIGHT
18.54,14.6,8.5,STOP
13.48,7.27,20.66,STOP
100.3,44.44,52.62,LEFT
23.74,5.53,9.94,STOP
54.62,6.26,94.16,RIGHT
27.34,25.88,49.13,RIGHT
56.81,84.9,82.51,FORWARD
72.28,23.31,20.84,LEFT
83.22,112.86,46.01,FORWARD
24.21,59.26,19.18,FORWARD
40.01,23.67,59.29,LEFT
20.81,15.25,9.7,STOP
74.87,95.5,27.88,FORWARD
5.04,19.3,19.72,STOP
85.8,78.73,58.98,FORWARD
9.9,11.75,18.77,STOP
34.5,31.05,52.59,RIGHT
24.11,41.92,46.13,RIGHT
45.5,35.53,55.2,LEFT
31.19,69.31,84.03,FORWARD
18.45,11.07,6.27,STOP
108.87,24.94,41.31,LEFT
53.23,15.89,51.01,LEFT
68.39,35.74,72.38,RIGHT
78.0,29.81,73.52,RIGHT
48.01,22.38,34.03,LEFT
83.6,21.98,61.62,LEFT
74.89,99.8,60.03,FORWARD
85.16,118.79,59.54,FORWARD
85.04,112.3,107.39,FORWARD
6.62,13.44,20.93,STOP
11.7,19.54,15.91,STOP
98.95,15.85,73.56,LEFT
57.37,18.14,90.02,RIGHT
72.87,40.48,50.04,RIGHT
72.05,25.35,92.76,RIGHT
98.03,43.8,55.17,LEFT
9.01,13.86,20.89,STOP
52.62,60.12,76.45,FORWARD
96.4,92.61,64.71,FORWARD
20.96,10.36,11.66,STOP
6.5,75.8,67.13,FORWARD
85.22,5.7,40.97,LEFT
57.08,17.31,51.48,RIGHT
69.91,10.36,105.3,RIGHT
75.44,6.35,53.3,RIGHT
51.7,35.66,115.92,RIGHT
91.72,27.99,58.03,LEFT
42.3,37.81,96.51,RIGHT
36.6,101.84,10.66,FORWARD
96.35,8.65,40.27,LEFT
14.25,13.68,11.08,STOP
100.13,21.6,33.53,LEFT
8.76,18.36,16.57,STOP
24.83,18.86,20.55,STOP
5.47,5.54,8.83,STOP
63.25,27.49,63.48,LEFT
50.12,31.59,65.22,RIGHT
12.83,7.24,13.19,STOP
14.69,18.25,18.81,STOP
12.71,12.03,10.57,STOP
67.74,16.56,34.05,LEFT
35.9,28.87,56.65,RIGHT
23.88,16.62,83.37,RIGHT
40.56,35.79,118.85,RIGHT
7.84,19.05,15.91,STOP
21.91,16.66,22.76,STOP
44.11,9.87,31.75,LEFT
118.56,36.93,79.42,LEFT
16.26,16.48,14.88,STOP
17.2,16.47,9.42,STOP
59.74,35.04,59.37,LEFT
50.13,92.28,53.0,FORWARD
55.9,13.18,100.25,RIGHT
51.05,5.99,69.66,RIGHT
65.33,26.97,68.78,LEFT
14.12,12.57,12.34,STOP
106.05,23.38,44.15,LEFT
23.42,8.85,23.72,STOP
27.56,43.86,40.27,RIGHT
8.64,8.14,12.55,STOP
118.62,41.37,72.3,LEFT
115.72,91.26,91.96,FORWARD
64.56,25.25,59.38,RIGHT
119.45,10.62,33.58,LEFT
18.95,13.01,19.42,STOP
105.65,13.54,57.86,LEFT
28.23,74.84,104.48,FORWARD
28.11,27.92,47.48,RIGHT
24.7,17.03,17.77,STOP
12.15,18.01,7.7,STOP
21.86,11.44,21.48,STOP
10.83,12.23,13.92,STOP
19.48,10.03,21.12,STOP
16.87,7.67,7.88,STOP
36.19,33.53,71.4,RIGHT
7.85,15.5,5.04,STOP
9.26,14.9,14.5,STOP
78.88,117.95,13.85,FORWARD
104.81,98.28,96.71,FORWARD
54.86,29.81,54.49,RIGHT
67.1,34.45,76.58,RIGHT
44.29,39.91,102.56,RIGHT
6.7,7.61,6.88,STOP
6.66,89.98,24.54,FORWARD
11.01,5.61,12.82,STOP
7.44,10.75,10.19,STOP
38.2,74.38,6.3,FORWARD
76.83,23.18,71.89,RIGHT
89.17,28.73,48.28,LEFT
115.43,44.59,70.88,LEFT
43.27,12.62,75.82,RIGHT
15.19,80.87,77.0,FORWARD
74.31,36.6,33.56,LEFT
75.56,26.79,77.59,RIGHT
113.19,99.83,60.88,FORWARD
18.82,9.15,12.71,STOP
84.83,57.62,66.91,FORWARD
74.07,29.46,80.23,RIGHT
87.1,37.55,29.42,LEFT
83.5,18.84,45.96,LEFT
111.61,43.96,56.57,LEFT
18.04,13.77,9.05,STOP
115.74,65.84,51.04,FORWARD
113.93,13.35,78.13,LEFT
10.48,13.42,18.15,STOP
20.99,43.11,86.89,RIGHT
107.02,18.14,55.82,LEFT
76.39,32.34,92.0,RIGHT
30.33,15.02,79.11,RIGHT
47.81,38.9,76.49,RIGHT
6.94,6.84,8.91,STOP
82.42,12.89,57.7,LEFT
28.86,26.52,52.84,RIGHT
5.07,13.0,17.47,STOP
7.03,12.74,22.83,STOP
23.73,43.77,40.9,RIGHT
32.24,98.15,38.03,FORWARD
108.72,23.94,22.44,LEFT
17.29,7.69,8.94,STOP
42.35,23.64,64.97,RIGHT
25.3,93.51,58.51,FORWARD
22.29,16.82,8.65,STOP
105.62,16.7,73.44,LEFT
13.19,16.55,18.54,STOP
19.2,6.37,12.22,STOP
63.78,81.52,73.73,FORWARD
24.52,107.67,79.24,FORWARD
65.75,22.5,38.13,LEFT
10.75,12.73,10.33,STOP
77.19,74.78,41.1,FORWARD
45.17,43.4,110.23,RIGHT
41.47,28.55,65.06,LEFT
7.69,16.36,19.1,STOP
7.33,10.03,10.85,STOP
66.35,22.71,52.37,LEFT
34.34,43.61,72.88,RIGHT
55.32,107.21,40.4,FORWARD
79.37,22.46,79.89,LEFT
57.84,87.75,5.8,FORWARD
9.27,11.15,9.82,STOP
21.61,8.24,19.92,STOP
78.8,39.2,25.02,LEFT
46.71,40.44,79.06,LEFT
16.77,13.85,18.8,STOP
94.1,6.99,75.24,LEFT
77.95,19.34,57.56,RIGHT
114.19,12.9,20.96,LEFT
87.25,40.31,31.95,LEFT
36.44,109.29,92.32,FORWARD
21.48,8.4,18.49,STOP
18.07,12.04,5.95,STOP
52.45,81.71,43.96,FORWARD
10.96,103.45,83.03,FORWARD
89.8,17.54,27.86,LEFT
107.65,8.71,59.37,LEFT
15.67,11.79,7.87,STOP
78.19,78.67,54.77,FORWARD
55.44,87.26,52.63,FORWARD
97.77,93.58,94.33,FORWARD
23.32,8.78,20.8,STOP
45.32,73.43,71.35,FORWARD
108.37,22.35,48.71,LEFT
17.55,12.39,7.19,STOP
68.54,32.34,62.03,LEFT
17.62,9.6,6.8,STOP
21.01,69.38,78.06,FORWARD
12.66,6.52,17.96,STOP
91.82,24.24,78.44,LEFT
64.29,37.58,45.27,RIGHT
46.15,114.87,108.41,FORWARD
50.09,24.52,74.38,LEFT
107.77,35.75,20.55,LEFT
64.97,30.59,65.58,RIGHT
54.4,37.4,59.96,RIGHT
40.17,35.11,61.56,RIGHT
53.08,18.89,52.73,RIGHT
62.97,30.16,108.1,RIGHT
64.39,18.02,62.52,RIGHT
7.95,11.97,23.21,STOP
118.26,105.31,84.58,FORWARD
18.57,8.42,11.12,STOP
105.95,99.58,14.82,FORWARD
39.42,14.07,100.63,RIGHT
53.52,25.64,56.33,RIGHT
25.53,115.56,112.44,FORWARD
92.66,55.83,46.15,FORWARD
22.27,90.68,17.28,FORWARD
45.25,33.06,21.84,LEFT
12.52,100.08,25.91,FORWARD
34.13,32.47,47.34,RIGHT
24.65,111.19,93.87,FORWARD
48.02,9.28,43.86,LEFT
33.94,31.72,57.12,RIGHT
20.2,34.68,105.23,RIGHT
40.58,9.57,31.75,LEFT
27.54,86.87,13.85,FORWARD
19.34,11.26,14.14,STOP
78.24,117.19,104.71,FORWARD
16.28,6.01,11.39,STOP
9.29,15.44,24.33,STOP
52.74,43.74,61.11,RIGHT
42.83,31.2,60.71,RIGHT
70.85,38.54,82.5,RIGHT
105.14,94.92,114.17,FORWARD
9.52,74.81,52.78,FORWARD
40.52,11.37,94.28,RIGHT
66.41,58.36,103.13,FORWARD
67.58,9.63,118.65,RIGHT
53.82,6.34,77.03,LEFT
14.36,18.14,18.97,STOP
17.33,5.51,10.05,STOP
23.07,10.32,5.24,STOP
53.97,31.61,40.51,LEFT
19.92,5.96,10.39,STOP
69.98,7.59,67.49,LEFT
56.82,32.3,88.51,RIGHT
78.78,13.03,60.66,RIGHT
21.52,9.33,9.95,STOP
45.33,62.78,6.86,FORWARD
46.61,118.44,60.8,FORWARD
18.99,19.76,14.26,STOP
96.33,116.13,10.7,FORWARD
8.32,14.78,22.64,STOP
54.19,66.87,71.17,FORWARD
71.71,114.03,44.21,FORWARD
77.82,27.32,42.26,LEFT
107.58,17.54,25.59,LEFT
66.19,15.49,50.05,RIGHT
18.52,72.24,36.66,FORWARD
69.11,35.28,22.48,LEFT
53.38,38.61,37.37,LEFT
21.14,16.14,13.79,STOP
104.92,72.41,100.75,FORWARD
100.25,71.4,20.1,FORWARD
33.78,56.9,93.87,FORWARD
54.14,13.63,103.17,RIGHT
76.25,66.6,73.7,FORWARD
46.48,41.02,112.24,RIGHT
23.36,14.54,16.11,STOP
58.55,30.13,56.81,LEFT
14.5,6.79,20.03,STOP
48.08,44.57,74.97,RIGHT
54.16,70.18,102.99,FORWARD
43.2,21.81,77.74,LEFT
22.38,6.7,70.48,RIGHT
14.75,17.96,15.65,STOP
112.99,115.44,99.68,FORWARD
40.45,23.29,79.21,LEFT
79.08,19.51,88.15,RIGHT
100.17,27.42,32.2,LEFT
84.3,94.5,84.59,FORWARD
5.36,17.57,6.72,STOP
78.98,85.27,36.27,FORWARD
13.87,13.22,23.13,STOP
72.88,30.94,79.97,LEFT
21.39,14.25,8.79,STOP
27.36,7.36,75.53,RIGHT
26.45,38.6,91.17,RIGHT
38.23,5.61,80.26,RIGHT
110.46,34.97,56.81,LEFT
54.83,33.43,56.73,RIGHT
114.72,67.25,29.21,FORWARD
73.79,21.76,56.16,RIGHT
7.65,5.27,14.82,STOP
25.26,29.25,88.6,RIGHT
16.55,15.85,10.83,STOP
21.02,55.09,36.24,FORWARD
112.13,37.53,25.89,LEFT
33.7,114.97,44.1,FORWARD
102.28,107.28,104.82,FORWARD
114.17,20.32,67.8,LEFT
15.62,14.06,11.55,STOP
115.23,42.29,20.24,LEFT
74.59,18.07,64.08,LEFT
8.61,77.91,15.65,FORWARD
47.33,31.75,80.88,RIGHT
37.04,93.77,70.65,FORWARD
12.55,14.66,21.01,STOP
101.14,39.45,57.92,LEFT
31.07,36.17,89.85,RIGHT
106.89,115.62,52.29,FORWARD
14.32,9.72,22.78,STOP
52.27,88.01,83.09,FORWARD
84.98,117.49,45.81,FORWARD
75.6,37.2,105.2,RIGHT
19.72,5.79,12.14,STOP
63.29,20.74,97.02,RIGHT
22.49,73.23,77.54,FORWARD
78.13,42.92,55.59,RIGHT
97.71,87.61,96.53,FORWARD
46.86,33.95,42.73,LEFT
111.2,31.21,46.33,LEFT
40.74,29.0,41.9,LEFT
27.06,98.42,27.84,FORWARD
37.71,36.73,108.1,RIGHT
18.04,17.03,19.77,STOP
81.99,84.15,41.45,FORWARD
6.39,63.33,82.69,FORWARD
60.56,23.35,21.22,LEFT
109.56,61.86,32.58,FORWARD
101.36,18.98,61.99,LEFT
78.7,23.44,44.26,RIGHT
19.2,19.14,20.29,STOP
69.97,14.59,109.81,RIGHT
78.03,44.58,100.99,RIGHT
117.97,110.82,37.32,FORWARD
61.08,88.39,13.66,FORWARD
12.78,8.67,10.7,STOP
57.37,6.73,74.3,LEFT
11.21,11.81,23.3,STOP
25.05,89.26,26.35,FORWARD
83.48,6.31,56.57,LEFT
98.98,40.62,53.16,LEFT
7.33,12.17,21.63,STOP
56.89,44.36,40.07,LEFT
58.91,90.84,11.6,FORWARD
30.81,33.56,82.15,RIGHT
57.73,19.51,57.64,LEFT
15.0,59.58,83.16,FORWARD
5.79,17.28,5.61,STOP
39.69,41.52,107.73,RIGHT
67.3,68.44,30.02,FORWARD
105.26,86.35,82.31,FORWARD
45.82,113.76,47.58,FORWARD
118.08,32.01,78.07,LEFT
8.29,12.23,21.49,STOP
17.48,13.67,11.87,STOP
92.31,29.06,61.31,LEFT
7.89,15.46,19.11,STOP
14.86,14.07,17.43,STOP
69.14,8.83,49.81,RIGHT
48.36,23.76,21.58,LEFT
104.59,39.5,54.31,LEFT
66.36,76.25,7.75,FORWARD
108.5,107.69,119.65,FORWARD
71.42,10.16,66.86,LEFT
84.74,35.19,40.7,LEFT
9.35,10.23,23.26,STOP
16.59,12.94,6.46,STOP
57.11,20.16,20.45,LEFT
19.73,94.37,48.4,FORWARD
60.97,65.95,67.23,FORWARD
19.96,17.24,9.5,STOP
81.15,15.2,37.13,LEFT
23.14,15.84,24.87,STOP
20.02,16.43,15.97,STOP
110.23,21.82,71.92,LEFT
73.99,44.36,88.79,RIGHT
77.02,25.91,91.07,RIGHT
32.04,22.8,79.72,RIGHT
43.12,40.3,61.94,RIGHT
109.61,118.6,116.17,FORWARD
59.53,87.07,99.8,FORWARD
55.94,13.06,80.98,RIGHT
116.25,31.17,52.77,LEFT
15.92,13.41,14.69,STOP
73.52,35.18,80.2,RIGHT
76.85,11.25,68.13,LEFT
115.7,72.51,5.96,FORWARD
42.31,29.98,111.56,RIGHT
89.87,7.48,60.77,LEFT
19.96,14.84,8.99,STOP
69.36,7.33,47.57,RIGHT
20.17,25.27,103.83,RIGHT
22.82,12.65,6.66,STOP
48.76,62.57,96.0,FORWARD
49.28,12.25,25.39,LEFT
48.43,43.83,36.03,LEFT
93.87,8.36,32.27,LEFT
19.64,16.42,7.15,STOP
20.53,12.19,14.88,STOP
44.15,24.25,77.41,RIGHT
25.14,25.22,40.68,RIGHT
5.59,7.58,6.79,STOP
55.57,25.82,48.41,LEFT
6.88,16.6,14.24,STOP
50.22,44.52,58.21,RIGHT
17.42,17.36,21.05,STOP
47.8,91.94,114.9,FORWARD
10.51,14.67,14.98,STOP
7.53,11.99,5.91,STOP
52.79,7.07,69.16,LEFT
95.48,37.66,31.28,LEFT
13.9,16.78,22.75,STOP
9.33,17.22,23.26,STOP
56.77,22.27,66.96,LEFT
61.08,59.53,39.25,FORWARD
114.82,13.46,23.1,LEFT
119.64,84.18,69.65,FORWARD
112.82,21.09,51.26,LEFT
118.21,35.33,63.67,LEFT
85.77,15.04,70.31,LEFT
66.31,43.17,62.15,LEFT
40.88,7.77,47.78,LEFT
19.04,66.82,7.76,FORWARD
5.12,9.68,21.14,STOP
87.29,8.36,28.99,LEFT
18.87,89.01,30.15,FORWARD
23.7,7.53,8.41,STOP
118.27,79.03,60.6,FORWARD
9.74,15.21,13.76,STOP
105.54,72.59,75.73,FORWARD
96.38,32.18,64.82,LEFT
25.93,8.69,91.01,RIGHT
57.69,99.74,81.28,FORWARD
94.69,59.71,50.16,FORWARD
108.63,86.94,73.18,FORWARD
64.78,41.96,20.03,LEFT
30.54,59.7,89.17,FORWARD
113.19,9.54,31.35,LEFT
13.19,7.13,9.22,STOP
51.22,10.29,56.62,LEFT
114.62,19.88,22.28,LEFT
28.31,39.65,108.6,RIGHT
64.6,39.43,51.16,RIGHT
6.96,6.18,15.44,STOP
55.25,83.42,62.83,FORWARD
36.52,15.59,41.75,RIGHT
20.37,18.57,19.59,STOP
39.56,41.83,85.0,RIGHT
101.41,59.33,24.26,FORWARD
108.5,69.86,74.28,FORWARD
5.52,12.58,6.09,STOP
10.92,19.4,14.11,STOP
76.09,92.07,23.71,FORWARD
41.57,55.25,12.19,FORWARD
105.48,11.57,59.27,LEFT
114.43,22.68,56.37,LEFT
84.8,16.26,35.39,LEFT
63.96,101.06,92.62,FORWARD
17.81,11.54,23.2,STOP
17.1,7.63,23.21,STOP
80.76,79.49,35.84,FORWARD
94.7,11.89,30.17,LEFT
43.96,36.24,42.94,LEFT
38.82,20.11,109.37,RIGHT
6.97,7.59,9.33,STOP
116.05,25.39,64.63,LEFT
89.67,33.99,50.9,LEFT
8.72,16.83,19.23,STOP
69.37,118.11,16.45,FORWARD
18.79,17.06,5.12,STOP
57.24,44.73,39.54,LEFT
65.2,15.94,56.47,LEFT
77.58,80.37,30.57,FORWARD
63.9,8.12,118.29,RIGHT
66.63,5.69,20.02,LEFT
14.28,11.6,14.46,STOP
50.9,7.06,70.34,RIGHT
23.99,36.56,71.09,RIGHT
86.26,39.79,53.92,LEFT
50.16,42.23,52.49,LEFT
98.01,44.28,41.58,LEFT
30.0,17.16,59.05,RIGHT
39.21,42.2,80.32,RIGHT
56.4,37.2,87.21,RIGHT
49.64,94.63,33.02,FORWARD
56.35,18.91,67.24,RIGHT
69.47,12.59,25.09,LEFT
54.27,40.97,29.28,LEFT
92.29,74.72,116.05,FORWARD
37.68,15.83,64.23,RIGHT
102.41,112.42,15.7,FORWARD
37.27,25.23,43.29,RIGHT
54.67,6.66,84.71,RIGHT
31.53,39.79,48.02,RIGHT
66.3,28.54,49.06,RIGHT
34.06,29.72,61.81,RIGHT
64.22,22.53,48.04,RIGHT
89.29,28.72,56.1,LEFT
13.6,10.08,16.18,STOP
6.63,18.02,10.82,STOP
64.06,33.01,40.68,RIGHT
13.78,9.14,18.88,STOP
21.56,12.15,12.32,STOP
11.54,7.45,10.7,STOP
14.61,19.86,14.5,STOP
116.32,38.43,76.29,LEFT
70.31,60.1,108.0,FORWARD
43.93,43.57,52.77,LEFT
14.7,17.99,7.82,STOP
78.87,105.21,90.55,FORWARD
62.86,55.48,29.71,FORWARD
32.87,32.9,43.59,RIGHT
7.52,8.32,6.57,STOP
7.13,19.79,23.71,STOP
54.86,14.88,109.5,RIGHT
39.12,8.74,71.72,RIGHT
72.44,39.2,62.42,RIGHT
45.32,65.06,57.72,FORWARD
73.36,55.08,94.92,FORWARD
101.26,73.73,98.92,FORWARD
8.73,7.24,14.31,STOP
50.66,34.12,79.82,RIGHT
40.25,18.54,21.53,LEFT
35.54,87.71,16.9,FORWARD
6.15,15.61,24.83,STOP
44.6,25.34,98.86,RIGHT
75.27,28.21,74.14,LEFT
7.87,18.09,10.3,STOP
73.75,43.99,76.63,RIGHT
18.6,16.52,11.76,STOP
91.03,34.92,45.69,LEFT
9.81,18.86,17.88,STOP
5.53,88.82,46.69,FORWARD
57.81,66.03,42.71,FORWARD
67.13,13.93,88.97,RIGHT
76.68,117.76,106.54,FORWARD
52.09,34.29,93.67,RIGHT
40.86,93.32,51.63,FORWARD
57.03,60.79,97.97,FORWARD
78.06,35.58,37.86,LEFT
68.34,31.38,90.31,RIGHT
38.22,88.25,54.69,FORWARD
16.55,9.0,10.89,STOP
14.48,16.23,18.06,STOP
52.64,26.31,90.93,RIGHT
67.87,107.95,50.73,FORWARD
18.72,18.71,23.75,STOP
62.39,41.02,102.29,RIGHT
27.78,39.27,115.86,RIGHT
5.27,9.86,19.53,STOP
95.5,42.89,64.13,LEFT
5.54,16.51,10.05,STOP
70.63,44.91,78.79,LEFT
51.49,67.22,79.28,FORWARD
71.11,27.17,88.56,RIGHT
41.85,31.14,54.37,LEFT
60.29,6.04,99.99,RIGHT
54.44,103.33,94.9,FORWARD
68.15,24.93,102.34,RIGHT
86.39,68.64,55.34,FORWARD
75.28,16.9,68.19,RIGHT
11.62,18.91,19.43,STOP
111.56,23.5,26.34,LEFT
13.79,7.53,16.68,STOP
73.83,35.21,22.0,LEFT
23.18,5.1,14.78,STOP
77.8,27.73,71.36,LEFT
11.79,8.37,17.25,STOP
80.82,44.04,59.81,LEFT
47.0,20.07,63.84,RIGHT
60.28,17.4,52.77,LEFT
20.04,7.51,12.88,STOP
59.2,79.46,22.02,FORWARD
63.3,102.12,70.07,FORWARD
14.37,6.58,24.5,STOP
7.4,16.92,20.8,STOP
48.29,109.95,14.79,FORWARD
15.79,17.04,21.13,STOP
9.17,5.41,11.2,STOP
63.89,58.54,23.34,FORWARD
48.39,84.24,28.87,FORWARD
22.67,15.74,12.61,STOP
25.81,19.09,58.64,RIGHT
70.06,72.21,100.62,FORWARD
41.06,23.12,88.27,RIGHT
55.46,21.53,57.84,RIGHT
5.2,16.26,23.28,STOP
71.98,68.4,79.24,FORWARD
31.18,40.54,118.67,RIGHT
48.04,13.49,83.18,RIGHT
62.84,30.58,75.8,LEFT
16.7,8.49,8.02,STOP
13.01,18.08,21.63,STOP
47.23,37.0,42.96,LEFT
117.42,25.13,34.74,LEFT
48.6,23.82,45.58,RIGHT
62.31,113.77,57.8,FORWARD
60.59,60.95,30.89,FORWARD
37.17,29.21,67.72,RIGHT
47.29,31.5,66.04,RIGHT
79.48,26.81,75.27,RIGHT
46.5,35.94,33.8,LEFT
17.45,19.35,20.89,STOP
24.48,5.86,16.8,STOP
67.41,106.61,35.75,FORWARD
78.87,11.82,69.95,LEFT
69.07,32.5,54.4,LEFT
68.28,15.43,74.26,RIGHT
53.16,69.96,111.97,FORWARD
42.64,33.15,108.57,RIGHT
13.12,114.85,26.61,FORWARD
13.89,5.67,21.86,STOP
83.85,20.39,52.35,LEFT
21.19,17.31,6.27,STOP
65.1,37.53,53.64,RIGHT
29.98,5.43,65.58,RIGHT
18.09,7.18,12.98,STOP
114.28,43.13,79.79,LEFT
88.09,44.56,48.1,LEFT
15.46,9.94,12.39,STOP
36.15,107.57,58.39,FORWARD
10.94,11.71,13.41,STOP
104.82,25.67,63.49,LEFT
15.8,10.98,24.87,STOP
74.84,5.81,50.92,LEFT
29.14,14.14,47.15,RIGHT
49.1,19.33,41.75,LEFT
56.62,11.53,116.96,RIGHT
12.24,7.58,14.78,STOP
56.68,69.4,85.67,FORWARD
16.39,5.55,11.69,STOP
13.77,71.56,77.82,FORWARD
22.66,19.44,10.64,STOP
70.8,30.07,68.03,RIGHT
76.2,18.06,52.12,RIGHT
86.64,14.3,25.31,LEFT
59.58,19.59,112.96,RIGHT
71.32,28.85,27.84,LEFT
49.18,43.15,53.11,RIGHT
118.89,26.29,36.72,LEFT
21.94,15.75,16.82,STOP
96.81,82.52,32.4,FORWARD
46.32,33.43,54.97,RIGHT
5.23,19.52,9.53,STOP
76.61,32.71,58.97,LEFT
31.57,23.4,58.38,RIGHT
74.59,15.69,71.87,LEFT
75.86,13.81,35.47,LEFT
116.45,68.09,54.04,FORWARD
62.65,32.59,117.0,RIGHT
14.71,18.79,15.35,STOP
11.37,8.41,23.99,STOP
43.39,31.71,21.99,LEFT
50.96,21.03,59.88,RIGHT
42.55,43.12,47.11,LEFT
80.38,30.5,73.81,LEFT
10.15,8.11,17.13,STOP
107.64,72.23,33.56,FORWARD
112.73,107.09,114.61,FORWARD
47.29,7.09,58.48,LEFT
104.76,8.43,59.83,LEFT
12.03,19.01,24.62,STOP
22.61,15.03,7.1,STOP
99.2,20.77,60.18,LEFT
56.24,19.62,106.66,RIGHT
116.37,43.95,32.24,LEFT
101.86,8.9,56.37,LEFT
47.09,29.05,57.74,LEFT
23.82,14.74,90.42,RIGHT
78.32,68.39,6.77,FORWARD
52.16,40.7,76.18,RIGHT
86.25,25.03,20.8,LEFT
5.53,11.89,11.12,STOP
100.04,111.77,42.56,FORWARD
48.99,31.25,20.73,LEFT
22.99,10.34,8.52,STOP
42.18,26.78,77.36,RIGHT
24.45,8.4,12.13,STOP
8.99,99.03,53.38,FORWARD
37.64,16.01,92.32,RIGHT
24.97,6.44,9.72,STOP
102.12,118.98,22.98,FORWARD
13.22,14.46,18.27,STOP
94.49,8.08,74.19,LEFT
49.33,84.26,29.26,FORWARD
92.28,19.86,66.44,LEFT
34.15,27.97,47.3,RIGHT
21.39,104.3,19.58,FORWARD
37.22,20.01,116.11,RIGHT
50.59,40.97,102.44,RIGHT
115.99,78.9,50.21,FORWARD
63.96,12.5,44.55,RIGHT
7.95,63.13,38.14,FORWARD
20.07,5.9,14.32,STOP
9.84,9.72,13.95,STOP
14.19,19.37,15.01,STOP
16.94,13.14,21.51,STOP
116.49,91.09,97.17,FORWARD
35.14,44.87,67.01,RIGHT
75.86,33.11,110.08,RIGHT
31.55,41.73,87.74,RIGHT
115.81,36.58,55.47,LEFT
39.08,78.73,42.3,FORWARD
56.23,30.96,54.01,RIGHT
36.71,55.2,98.34,FORWARD
20.75,8.93,7.68,STOP
58.83,31.54,37.48,LEFT
45.26,112.83,8.2,FORWARD
56.46,5.84,80.41,RIGHT
72.47,29.43,48.13,RIGHT
82.34,104.53,31.68,FORWARD
32.28,5.26,44.86,RIGHT
16.44,6.94,20.35,STOP
21.96,102.38,90.29,FORWARD
90.61,12.53,21.99,LEFT
43.97,108.85,8.12,FORWARD
49.41,15.3,63.44,RIGHT
26.67,9.92,55.4,RIGHT
5.58,81.15,55.51,FORWARD
27.71,27.22,93.88,RIGHT
12.91,12.25,11.06,STOP
10.89,19.33,6.59,STOP
11.48,78.75,116.29,FORWARD
78.73,58.56,108.31,FORWARD
12.65,108.79,112.58,FORWARD
14.67,12.86,21.09,STOP
94.29,58.6,76.92,FORWARD
21.83,12.62,19.63,STOP
18.48,8.39,19.42,STOP
19.51,5.24,16.19,STOP
7.59,9.76,22.48,STOP
75.18,72.81,44.29,FORWARD
74.44,107.2,15.0,FORWARD
36.91,41.65,80.02,RIGHT
23.82,35.51,108.45,RIGHT
111.18,24.03,31.55,LEFT
67.34,16.56,52.88,LEFT
44.27,35.64,48.8,LEFT
100.44,28.44,65.31,LEFT
20.99,24.73,104.7,RIGHT
13.87,7.14,8.45,STOP
99.18,15.29,63.18,LEFT
98.14,34.19,73.92,LEFT
11.01,16.46,20.42,STOP
10.66,11.57,11.42,STOP
85.04,98.13,28.72,FORWARD
14.09,9.87,18.72,STOP
22.54,18.86,23.82,STOP
7.68,6.75,12.44,STOP
10.34,7.68,7.15,STOP
14.11,6.42,9.52,STOP
66.42,14.61,39.44,LEFT
43.71,79.63,41.52,FORWARD
105.14,22.35,53.11,LEFT
98.59,55.65,8.45,FORWARD
8.53,19.61,17.62,STOP
47.53,25.29,100.98,RIGHT
38.78,38.65,89.26,RIGHT
73.88,114.36,57.54,FORWARD
15.86,115.81,35.43,FORWARD
112.3,44.95,57.48,LEFT
94.17,7.26,30.36,LEFT
19.11,5.12,24.45,STOP
56.21,37.68,35.89,LEFT
20.73,114.25,50.38,FORWARD
47.12,25.4,64.79,LEFT
6.89,20.0,5.34,STOP
94.68,119.46,72.01,FORWARD
